"Loose grass is spread on the floor where the coffee ceremony is held, often decorated with small yellow flowers.","ናይ ቡን ወግዒ ኣብ ዝግበረሉ ግዜ፡ ብብጫ ፌዮሪ ዝማዕረገ ሰቲ ኣብ መሬት ይንጸፍ።"
"Composite flowers are sometimes used, especially around the celebration of Meskel.","ሓደ ሓደ ግዜ፡ ሱፍ ኣብ ኣብ በዓል ሓድሽ ዓመት ናይ ግእዝ ይጥቀም ኢዩ።"
"Brewing","ኣፈላልሓ"
"The ceremony is typically performed by the woman of the household and is considered an honor.","እቲ ወግዒ ብልምዲ፡ ብሰበይቲ ናይ ገዛ ዝግበር ኮይኑ፡ ክቡር ይቁጸር።"
"The coffee is brewed by first roasting the green coffee beans over an open flame in a pan .","ቡን መጀመርታ ነቲ ቀጠልያ ጥረ ቡን ኣብ መንከሽከሽ ብምግባር ኣብ ፋርኔሎ ይቕሎ።"
"This is followed by the grinding of the beans, traditionally in a wooden mortar and pestle.","ብምቕጻል ነቲ ዝተቐልወ ቡን ኣብ ባህላዊ ብዕንጨይቲ ዝተሰርሐ መጉደኢ ቡን ብምግባር ይውቀጥ።"
"The coffee grounds are then put into a special vessel which contain boiled water and will be left on an open flame a couple of minutes until it is well mixed with the hot water.","እቲ ውቑጥ ቡን ኣብ ፍሉሕ ማይ ዘለዎ ጀበና ብምግባር ንቕሩብ ደቓይቕ ክሳዕ ጽቡቕ ጌሩ ምስቲ ፍሉሕ ማይ ዝተሓዋወስ፡ ኣብ ፋርኔሎ ይስኽተት"
"After grinding, the coffee is put through a sieve several times.","ድሕሪ ምውቃጥ፡ እቲ ቡን ሓያሎ ግዜ ብሊፍ ይሓልፍ።"
"The boiling pot (jebena) is usually made of pottery and has a spherical base, a neck and pouring spout, and a handle where the neck connects with the base.","እቲ ዝፍላሕ ጀበና፡ ብካይላ ዝተሰርሐ ኮይኑ ክባዊ ሰረት፡ ክሳድ፡ መቕድሒን ከምእውን ክሳድ ምስ ሰረት ዘታሓሕዝ መትሓዚ ኣለዎ።"
"The jebena also has a straw lid.","እቲ ጀበና፡ ሊፍ መኽደኒ ኣለዎ።"
